
Active Connections

  Proto  Local Address          Foreign Address        State           Offload State
  TCP    127.0.0.1:58853        127.0.0.1:6880         TIME_WAIT       InHost      
  TCP    127.0.0.1:58854        127.0.0.1:6880         TIME_WAIT       InHost      
  TCP    127.0.0.1:58855        127.0.0.1:6880         TIME_WAIT       InHost      
  TCP    127.0.0.1:58856        127.0.0.1:6880         TIME_WAIT       InHost      
  TCP    127.0.0.1:58857        127.0.0.1:6880         TIME_WAIT       InHost      
  TCP    127.0.0.1:58858        127.0.0.1:6880         TIME_WAIT       InHost      
  TCP    127.0.0.1:61646        127.0.0.1:27015        ESTABLISHED     InHost      
  TCP    127.0.0.1:61647        127.0.0.1:5354         ESTABLISHED     InHost      
  TCP    127.0.0.1:61648        127.0.0.1:5354         ESTABLISHED     InHost      
  TCP    127.0.0.1:61651        127.0.0.1:61652        ESTABLISHED     InHost      
  TCP    127.0.0.1:61652        127.0.0.1:61651        ESTABLISHED     InHost      
  TCP    127.0.0.1:62514        0.0.0.0:0              LISTENING       InHost      
  TCP    127.0.0.1:65000        0.0.0.0:0              LISTENING       InHost      
  TCP    127.0.0.1:65001        0.0.0.0:0              LISTENING       InHost      
  TCP    127.0.0.1:65001        127.0.0.1:49214        ESTABLISHED     InHost      
  TCP    169.254.81.46:139      0.0.0.0:0              LISTENING       InHost      
  TCP    169.254.81.46:5556     0.0.0.0:0              LISTENING       InHost      
  TCP    192.168.56.1:139       0.0.0.0:0              LISTENING       InHost      
  TCP    192.168.56.1:5556      0.0.0.0:0              LISTENING       InHost      
  TCP    [::]:80                [::]:0                 LISTENING       InHost      
  TCP    [::]:135               [::]:0                 LISTENING       InHost      
  TCP    [::]:445               [::]:0                 LISTENING       InHost      
  TCP    [::]:3305              [::]:0                 LISTENING       InHost      
  TCP    [::]:3306              [::]:0                 LISTENING       InHost      
  TCP    [::]:3389              [::]:0                 LISTENING       InHost      
  TCP    [::]:8008              [::]:0                 LISTENING       InHost      
  TCP    [::]:49152             [::]:0                 LISTENING       InHost      
  TCP    [::]:49153             [::]:0                 LISTENING       InHost      
  TCP    [::]:49154             [::]:0                 LISTENING       InHost      
  TCP    [::]:49155             [::]:0                 LISTENING       InHost      
  TCP    [::]:49156             [::]:0                 LISTENING       InHost      
  TCP    [::]:49183             [::]:0                 LISTENING       InHost      
  TCP    [::]:49184             [::]:0                 LISTENING       InHost      
  TCP    [::]:49232             [::]:0                 LISTENING       InHost      
  TCP    [::1]:3306             [::1]:49217            ESTABLISHED     InHost      
  TCP    [::1]:3306             [::1]:64886            ESTABLISHED     InHost      
  TCP    [::1]:3306             [::1]:64887            ESTABLISHED     InHost      
  TCP    [::1]:3306             [::1]:64888            ESTABLISHED     InHost      
  TCP    [::1]:49217            [::1]:3306             ESTABLISHED     InHost      
  TCP    [::1]:49522            [::]:0                 LISTENING       InHost      
  TCP    [::1]:64886            [::1]:3306             ESTABLISHED     InHost      
  TCP    [::1]:64887            [::1]:3306             ESTABLISHED     InHost      
  TCP    [::1]:64888            [::1]:3306             ESTABLISHED     InHost      
  UDP    0.0.0.0:123            *:*                                                
  UDP    0.0.0.0:500            *:*                                                
  UDP    0.0.0.0:3389           *:*                                                
  UDP    0.0.0.0:4500           *:*                                                
  UDP    0.0.0.0:5353           *:*                                                
  UDP    0.0.0.0:5353           *:*                                                
  UDP    0.0.0.0:5353           *:*                                                
  UDP    0.0.0.0:5353           *:*                                                
  UDP    0.0.0.0:5353           *:*                                                
  UDP    0.0.0.0:5353           *:*                                                
  UDP    0.0.0.0:5355           *:*                                                
  UDP    0.0.0.0:17500          *:*                                                
  UDP    0.0.0.0:20000          *:*                                                
  UDP    0.0.0.0:20001          *:*                                                
  UDP    0.0.0.0:26000          *:*                                                
  UDP    0.0.0.0:27036          *:*                                                
  UDP    0.0.0.0:30175          *:*                                                
  UDP    0.0.0.0:34997          *:*                                                
  UDP    0.0.0.0:34997          *:*                                                
  UDP    0.0.0.0:34997          *:*                                                
  UDP    0.0.0.0:34997          *:*                                                
  UDP    0.0.0.0:34997          *:*                                                
  UDP    0.0.0.0:34997          *:*                                                
  UDP    0.0.0.0:50414          *:*                                                
  UDP    0.0.0.0:50967          *:*                                                
  UDP    0.0.0.0:51592          *:*                                                
  UDP    0.0.0.0:52039          *:*                                                
  UDP    0.0.0.0:52434          *:*                                                
  UDP    0.0.0.0:53808          *:*                                                
  UDP    0.0.0.0:53819          *:*                                                
  UDP    0.0.0.0:54447          *:*                                                
  UDP    0.0.0.0:54997          *:*                                                
  UDP    0.0.0.0:54997          *:*                                                
  UDP    0.0.0.0:54997          *:*                                                
  UDP    0.0.0.0:54997          *:*                                                
  UDP    0.0.0.0:54997          *:*                                                
  UDP    0.0.0.0:54997          *:*                                                
  UDP    0.0.0.0:57548          *:*                                                
  UDP    0.0.0.0:57621          *:*                                                
  UDP    0.0.0.0:57647          *:*                                                
  UDP    0.0.0.0:57743          *:*                                                
  UDP    0.0.0.0:57914          *:*                                                
  UDP    0.0.0.0:57915          *:*                                                
  UDP    0.0.0.0:57997          *:*                                                
  UDP    0.0.0.0:57997          *:*                                                
  UDP    0.0.0.0:57997          *:*                                                
  UDP    0.0.0.0:57997          *:*                                                
  UDP    0.0.0.0:57997          *:*                                                
  UDP    0.0.0.0:58997          *:*                                                
  UDP    0.0.0.0:58997          *:*                                                
  UDP    0.0.0.0:58997          *:*                                                
  UDP    0.0.0.0:58997          *:*                                                
  UDP    0.0.0.0:58997          *:*                                                
  UDP    0.0.0.0:59554          *:*                                                
  UDP    0.0.0.0:60057          *:*                                                
  UDP    0.0.0.0:61567          *:*                                                
  UDP    0.0.0.0:61589          *:*                                                
  UDP    0.0.0.0:61621          *:*                                                
  UDP    0.0.0.0:62335          *:*                                                
  UDP    0.0.0.0:62865          *:*                                                
  UDP    0.0.0.0:62880          *:*                                                
  UDP    0.0.0.0:64317          *:*                                                
  UDP    10.0.1.116:137         *:*                                                
  UDP    10.0.1.116:138         *:*                                                
  UDP    10.0.1.116:1900        *:*                                                
  UDP    10.0.1.116:5353        *:*                                                
  UDP    10.0.1.116:5353        *:*                                                
  UDP    10.0.1.116:5353        *:*                                                
  UDP    10.0.1.116:51742       *:*                                                
  UDP    10.0.1.116:53514       *:*                                                
  UDP    10.0.1.116:53516       *:*                                                
  UDP    10.0.1.116:54045       *:*                                                
  UDP    127.0.0.1:1900         *:*                                                
  UDP    127.0.0.1:44301        *:*                                                
  UDP    127.0.0.1:48200        *:*                                                
  UDP    127.0.0.1:48201        *:*                                                
  UDP    127.0.0.1:48202        *:*                                                
  UDP    127.0.0.1:50862        *:*                                                
  UDP    127.0.0.1:50863        *:*                                                
  UDP    127.0.0.1:50864        *:*                                                
  UDP    127.0.0.1:51745        *:*                                                
  UDP    127.0.0.1:52679        *:*                                                
  UDP    127.0.0.1:52680        *:*                                                
  UDP    127.0.0.1:53817        *:*                                                
  UDP    127.0.0.1:53818        *:*                                                
  UDP    127.0.0.1:60952        *:*                                                
  UDP    127.0.0.1:60953        *:*                                                
  UDP    127.0.0.1:61620        *:*                                                
  UDP    127.0.0.1:62514        *:*                                                
  UDP    127.0.0.1:62785        *:*                                                
  UDP    127.0.0.1:65000        *:*                                                
  UDP    169.254.81.46:137      *:*                                                
  UDP    169.254.81.46:138      *:*                                                
  UDP    169.254.81.46:1900     *:*                                                
  UDP    169.254.81.46:5353     *:*                                                
  UDP    169.254.81.46:5353     *:*                                                
  UDP    169.254.81.46:51743    *:*                                                
  UDP    169.254.81.46:54045    *:*                                                
  UDP    192.168.56.1:137       *:*                                                
  UDP    192.168.56.1:138       *:*                                                
  UDP    192.168.56.1:1900      *:*                                                
  UDP    192.168.56.1:5353      *:*                                                
  UDP    192.168.56.1:5353      *:*                                                
  UDP    192.168.56.1:5353      *:*                                                
  UDP    192.168.56.1:51744     *:*                                                
  UDP    192.168.56.1:54045     *:*                                                
  UDP    [::]:123               *:*                                                
  UDP    [::]:500               *:*                                                
  UDP    [::]:3389              *:*                                                
  UDP    [::]:4500              *:*                                                
  UDP    [::]:5353              *:*                                                
  UDP    [::]:5353              *:*                                                
  UDP    [::]:5353              *:*                                                
  UDP    [::]:5355              *:*                                                
  UDP    [::]:53820             *:*                                                
  UDP    [::]:61622             *:*                                                
  UDP    [::]:64318             *:*                                                
  UDP    [::1]:1900             *:*                                                
  UDP    [::1]:51741            *:*                                                
  UDP    [fe80::5efe:10.0.1.116%33]:54045  *:*                                                
  UDP    [fe80::5efe:169.254.81.46%27]:54045  *:*                                                
  UDP    [fe80::5efe:192.168.56.1%22]:54045  *:*                                                
  UDP    [fe80::44c4:8f08:d548:465c%23]:546  *:*                                                
  UDP    [fe80::44c4:8f08:d548:465c%23]:1900  *:*                                                
  UDP    [fe80::44c4:8f08:d548:465c%23]:51740  *:*                                                
  UDP    [fe80::44c4:8f08:d548:465c%23]:54045  *:*                                                
  UDP    [fe80::70de:1e44:a229:512e%20]:546  *:*                                                
  UDP    [fe80::70de:1e44:a229:512e%20]:1900  *:*                                                
  UDP    [fe80::70de:1e44:a229:512e%20]:5353  *:*                                                
  UDP    [fe80::70de:1e44:a229:512e%20]:5353  *:*                                                
  UDP    [fe80::70de:1e44:a229:512e%20]:5353  *:*                                                
  UDP    [fe80::70de:1e44:a229:512e%20]:51739  *:*                                                
  UDP    [fe80::70de:1e44:a229:512e%20]:54045  *:*                                                
  UDP    [fe80::a135:cfa9:264f:f4ad%3]:54045  *:*                                                
  UDP    [fe80::d9ae:b741:cd53:8d53%29]:546  *:*                                                
  UDP    [fe80::d9ae:b741:cd53:8d53%29]:1900  *:*                                                
  UDP    [fe80::d9ae:b741:cd53:8d53%29]:51738  *:*                                                
  UDP    [fe80::d9ae:b741:cd53:8d53%29]:54045  *:*                                                
